#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1691392271942575700,-0.00325002,-0.00221132,-0.000256827,2.77298,0.487642,-9.73062
1691392271951008000,-0.00274818,-0.000873621,-0.00256962,2.83447,0.456668,-9.74163
1691392271959324500,-0.00279046,-0.0004973,-0.00118527,2.90798,0.473832,-9.74344
1691392271967557500,-0.00276323,-0.000339878,-0.00142509,2.94622,0.493676,-9.76441
1691392271975941500,-0.00117144,-0.00251888,-0.00173607,2.99004,0.473831,-9.77328
1691392271984236400,5.96546e-05,-0.000636705,-0.0021576,2.99282,0.492186,-9.7769
1691392271992634000,-0.000433274,0.000403102,-0.000468493,3.07185,0.462066,-9.78247
1691392272000909200,-0.000666698,-0.000720084,-0.00146349,3.06354,0.463124,-9.75286
1691392272009293400,0.000676024,-0.000640534,0.000936308,3.1465,0.444012,-9.80348
1691392272017585400,-0.00215133,0.00122123,-0.00206938,3.12997,0.415459,-9.80771
1691392272026092800,-0.00135322,0.000883868,-0.00206237,3.19011,0.451021,-9.84586
1691392272034266600,-0.0056152,0.00190846,5.50621e-06,3.21465,0.401307,-9.79964
1691392272042842400,-0.00503478,0.0037963,0.000695909,3.2439,0.429871,-9.84196
1691392272051055300,-0.00332033,0.00379712,0.000272656,3.30081,0.393342,-9.80161
1691392272059295900,-0.00503998,0.00490898,0.000437818,3.32668,0.377605,-9.80143
1691392272067574000,-0.00638862,0.00577995,-0.000341349,3.24106,0.457428,-9.83719
1691392272076038600,-0.00727078,0.00550257,-0.000454654,3.19976,0.373057,-9.80873
1691392272084247400,-0.00746448,0.00650689,0.000560218,3.11237,0.415528,-9.83582
1691392272092596900,-0.0088603,0.00567765,-0.00175693,2.99319,0.407756,-9.78066
1691392272101275000,-0.00953555,0.00694039,-0.000198131,2.81329,0.435694,-9.81432
1691392272109447900,-0.00690622,0.007569,-0.000936996,2.69064,0.444828,-9.88553
1691392272117848600,-0.00683996,0.0106643,-0.00167848,2.39293,0.465309,-9.83336
1691392272125965400,-0.00109086,0.0117963,-0.00143226,2.15112,0.497512,-9.89001
1691392272134339700,-0.00195837,0.0108454,-0.00312528,1.90102,0.48219,-9.87675
1691392272142626200,-0.00367443,0.0131354,-0.00368661,1.61323,0.540455,-9.81592
1691392272150992000,-0.00124886,0.0111045,-0.00271225,1.11365,0.539449,-9.83046
1691392272159237600,-0.00149169,0.0143218,-0.00165423,0.774896,0.445743,-9.85431
1691392272167678000,-0.000323086,0.0128112,-0.0012626,0.51396,0.480326,-9.8262
1691392272175920900,-1.96382e-05,0.0147298,0.00118097,0.224632,0.476848,-9.85231
1691392272184332800,0.00191512,0.013641,-0.000412715,-0.0628687,0.510379,-9.80312
1691392272192600600,-0.000242069,0.0136337,-0.000901916,-0.356458,0.481988,-9.83859
1691392272200982700,-1.00354e-05,0.0132257,-0.00144334,-0.524674,0.472771,-9.78067
1691392272209284500,-0.000731037,0.0141871,-0.000622729,-0.731677,0.467189,-9.79312
1691392272217575700,-0.000988111,0.014745,-0.000532375,-0.935098,0.470643,-9.82537
1691392272225954300,0.000386193,0.0160075,0.000394258,-1.12821,0.470971,-9.83037
1691392272234248800,0.000139381,0.0131569,-0.000849706,-1.32385,0.449452,-9.78586
1691392272242632600,0.000368017,0.0161952,0.000356958,-1.38176,0.467563,-9.73833
1691392272250937300,0.00140688,0.0138301,-0.00117066,-1.58725,0.444353,-9.81247
1691392272259496600,0.00143135,0.014096,-0.00103493,-1.70385,0.465847,-9.77137
1691392272267691200,-1.49649e-05,0.0139127,-0.0019867,-1.77925,0.46203,-9.80011
1691392272275968900,-5.1655e-05,0.0150703,0.000299362,-1.92151,0.422958,-9.75104
1691392272284249300,0.00242503,0.0126879,-0.00122271,-2.02898,0.50136,-9.7658
1691392272292707600,-0.000753471,0.0136663,8.52717e-05,-2.10173,0.472935,-9.77569
1691392272300974400,0.00150981,0.0138937,0.000389002,-2.18118,0.448107,-9.82845
1691392272309564200,0.00137492,0.0127997,0.000599326,-2.28641,0.469716,-9.7894
1691392272317674100,0.00311177,0.0136178,-0.00118015,-2.35876,0.488363,-9.81565
1691392272326026900,-0.00058909,0.0152505,-0.000954998,-2.38192,0.462649,-9.75195
1691392272334305500,0.00177498,0.0119445,0.000430482,-2.45538,0.479039,-9.82124
1691392272342635800,0.0013119,0.0153435,0.000890599,-2.52189,0.456012,-9.75652
1691392272351455100,1.94015e-05,0.0144574,-0.00105761,-2.50691,0.442919,-9.77567
1691392272359265400,-0.00291122,0.0125903,-0.0015048,-2.58947,0.40117,-9.84674
1691392272367717700,-0.00388562,0.0103811,0.00198848,-2.66976,0.448877,-9.80081
1691392272376170400,-0.0035254,0.0104782,-0.00047262,-2.68277,0.42991,-9.80321
1691392272384369900,-0.00455698,0.00870875,0.000503479,-2.74083,0.412562,-9.83273
1691392272392609800,-0.00383263,0.00811725,0.000540756,-2.72878,0.44483,-9.89902
1691392272401022400,-0.00850071,0.00657441,-0.000971352,-2.73933,0.378972,-9.76771
1691392272409251200,-0.00810209,0.00578501,-0.000615192,-2.77412,0.457963,-9.83315
1691392272417637900,-0.00711407,0.00713963,0.00119432,-2.82723,0.465094,-9.78751
1691392272426005500,-0.00973483,0.00369104,-0.00130851,-2.74793,0.469118,-9.79216
1691392272434441400,-0.0114454,0.00512538,-0.00229479,-2.82963,0.424779,-9.76273
1691392272442621900,-0.0107101,0.0035526,0.0018769,-2.74946,0.459561,-9.76959
1691392272451017400,-0.0104421,0.00285267,9.80294e-05,-2.85248,0.392068,-9.78929
1691392272459296300,-0.00851196,0.00328873,-0.00260654,-2.83388,0.412041,-9.87209
1691392272467616600,-0.00679545,-0.000274817,0.000359675,-2.79838,0.482416,-9.85395
1691392272476112800,-0.00834805,-0.000741343,-0.000603458,-2.8333,0.419743,-9.8073
1691392272484269000,-0.00665814,-0.00159682,-0.000390317,-2.8134,0.460509,-9.87276
1691392272492693000,-0.00735414,-0.00257242,0.00202637,-2.78846,0.460652,-9.80447
1691392272500931800,-0.00546217,-0.00355396,-0.00022723,-2.83686,0.523574,-9.83902
1691392272509742000,-0.00568314,-0.00422273,0.00138134,-2.76896,0.493867,-9.78012
1691392272517825800,-0.00571484,-0.00255576,-0.00217995,-2.78492,0.443176,-9.81927
1691392272526056700,-0.00480279,-0.00396269,-0.00158711,-2.77672,0.451565,-9.82705
1691392272534601800,-0.0045704,-0.00284535,-0.000231352,-2.75609,0.513763,-9.769
1691392272542711200,-0.00408375,-0.00222337,-0.000980512,-2.73629,0.457309,-9.78968
1691392272550983500,-0.00461199,-0.00222557,-0.0012763,-2.73888,0.4784,-9.78852
1691392272559304200,-0.00281632,-0.00308495,-0.00100563,-2.68987,0.530088,-9.76536
1691392272567607000,-0.00141927,-0.00425759,-0.00115277,-2.69049,0.483855,-9.82205
1691392272575997500,-0.00378583,-0.00533287,-0.00162894,-2.69159,0.52673,-9.77765
1691392272584263800,-0.00213972,-0.00512434,-0.000578239,-2.66125,0.514793,-9.81737
1691392272592703100,-0.000160026,-0.00576227,-0.00033125,-2.64469,0.467896,-9.78928
1691392272600958000,-0.00112585,-0.00439265,-0.00181272,-2.61712,0.481633,-9.7769
1691392272609276300,-0.00131403,-0.00598706,-0.000929142,-2.61366,0.429038,-9.74761
1691392272617670700,-0.00105277,-0.00406058,-0.00020007,-2.61218,0.478821,-9.79294
1691392272625935800,-0.00202742,-0.00714941,-0.000641897,-2.56923,0.441973,-9.78286
1691392272634328400,-0.000743882,-0.00619125,-0.00109995,-2.51258,0.466404,-9.79021
1691392272642627900,-0.00206569,-0.00584625,0.000708195,-2.50027,0.461302,-9.75047
1691392272651002700,9.6645e-05,-0.00750258,-0.000244942,-2.49817,0.477999,-9.79205
1691392272659241500,0.000997826,-0.00666124,0.000806884,-2.48857,0.445442,-9.77189
1691392272667679900,0.000287368,-0.00582623,-0.000569118,-2.4702,0.459002,-9.82172
1691392272675953100,0.000704356,-0.00666835,-0.000450811,-2.41879,0.500033,-9.74232
1691392272684541700,0.000121191,-0.00626562,0.000754127,-2.40582,0.548557,-9.79752
1691392272692637300,0.000578523,-0.00514267,0.000442692,-2.4134,0.456546,-9.75556
1691392272701049400,-0.000162599,-0.00666809,0.00119258,-2.30054,0.472124,-9.82331
1691392272709353600,-0.000617212,-0.00667458,-0.000750663,-2.35894,0.452046,-9.7941
1691392272718066200,-0.000267389,-0.00552877,-0.00052517,-2.26719,0.438269,-9.72637
1691392272726099600,-1.9652e-05,-0.00572114,0.000655125,-2.2956,0.449107,-9.8248
1691392272734326700,0.00201073,-0.00739799,-0.00113017,-2.27974,0.484093,-9.75711
1691392272742743000,-0.00105363,-0.00675825,0.000819213,-2.19977,0.450152,-9.82166
1691392272750959400,0.000238333,-0.00545396,0.000968571,-2.22511,0.484968,-9.8132
1691392272759402300,-0.00143876,-0.0036628,0.000935782,-2.18592,0.49289,-9.80464
1691392272767847600,-0.000883489,-0.00294301,-0.000756942,-2.14808,0.438389,-9.78479
1691392272776047700,-0.00196616,-0.00354625,-0.00106329,-2.15693,0.487566,-9.82226
1691392272784301300,-0.000685837,-0.00403691,-0.00137523,-2.11945,0.458916,-9.82125
1691392272792657000,-0.00499601,-0.00281694,0.000125946,-2.09044,0.492903,-9.72908
1691392272801303200,-0.00213174,-0.00247207,-0.000689474,-2.0996,0.481706,-9.85633
1691392272809308500,-0.00348908,-0.000741396,-0.000373617,-2.06196,0.424035,-9.78626
1691392272817643500,-0.00534294,-0.00258098,-0.000491046,-4.37724,0.443706,-9.78817
1691392272826026900,-0.00473461,-0.00236625,-0.00239733,-3.8931,0.503827,-9.80661
1691392272834298200,-0.0044834,-0.00243193,0.000488265,-3.71379,0.471333,-9.79384
1691392272842687500,-0.00158581,-0.000294616,-0.000579123,-3.41947,0.501518,-9.80501
1691392272850990600,-0.00230596,-0.00232228,0.00109825,-3.10955,0.471004,-9.76587
1691392272859352900,-0.00365823,-0.00112578,-0.000828821,-2.84192,0.461473,-9.76745
1691392272867943100,-0.00386353,-0.00170849,-0.00135146,-2.48216,0.50947,-9.777
1691392272875940700,-0.00256259,-0.00193142,-0.000320537,-2.12941,0.509483,-9.78875
1691392272884474900,-0.00486606,-0.00058338,-6.73538e-05,-1.83933,0.503158,-9.7758
1691392272892871100,-0.00438327,-0.00187263,0.000336303,-1.45949,0.518467,-9.80496
1691392272901163400,-0.00322718,-0.00117472,0.00119786,-1.09549,0.479705,-9.75948
1691392272909488600,-0.00379912,-0.00159103,-0.00153072,-0.750148,0.488826,-9.79542
1691392272918059200,-0.00365309,-0.00111886,0.00151948,-0.38053,0.433843,-9.81045
1691392272926172100,-0.00508162,-0.000267019,-0.000585338,-0.0435156,0.424653,-9.78374
1691392272934508900,-0.00399556,-0.00169681,-0.00199609,0.293884,0.483069,-9.78787
1691392272942641700,-0.00115569,-1.51758e-05,-0.00101063,0.597073,0.494518,-9.82855
1691392272951254500,-0.00167487,0.000987649,-0.00161732,0.941197,0.504858,-9.74333
1691392272959289200,-0.0044579,0.00214939,-0.000319741,1.20725,0.490481,-9.7981
1691392272967801100,-0.00267687,0.00132531,-0.000728821,1.50655,0.45345,-9.75604
1691392272975953800,-0.00430433,0.00214825,0.000433894,1.78557,0.471752,-9.7907
1691392272984360100,-0.00360986,0.00317876,-0.000110438,2.07145,0.501849,-9.76341
1691392272992659000,-0.00348612,0.00213048,-0.000114912,2.31029,0.494029,-9.76968
1691392273000999700,-0.00299434,0.00325102,-0.00137901,2.45167,0.444483,-9.82526
1691392273009440800,-0.00324908,0.001742,-0.00140438,2.59401,0.43026,-9.76211
1691392273017651900,-0.00354007,0.0030576,0.000910871,2.72451,0.452922,-9.77071
1691392273026074200,-0.003712,0.00164522,2.9552e-06,2.88104,0.454347,-9.79971
1691392273034325600,-0.00335625,0.00383819,-0.00258448,2.96991,0.437449,-9.7941
1691392273042679800,-0.00278242,0.0048047,-0.000542784,3.04642,0.483647,-9.81365
1691392273050967100,-0.00285349,0.00558714,-0.00268564,3.18748,0.465907,-9.81056
1691392273059351900,-0.00461015,0.00577697,-0.000598765,3.1636,0.448572,-9.73194
1691392273067654800,-0.00149926,0.00466588,-7.71551e-05,3.28721,0.501246,-9.80375
1691392273076017500,-0.00236277,0.00504566,-0.00236912,3.33746,0.443539,-9.8059
1691392273084295100,-0.00124944,0.00462631,-0.00117995,3.36069,0.475072,-9.7509
1691392273092724500,-0.00196717,0.00493125,-0.00130011,3.40133,0.512164,-9.80624
1691392273100999800,-0.00367021,0.00403468,-0.00176749,3.49601,0.476435,-9.79255
1691392273109562800,-0.00277259,0.00404046,-0.002707,3.51604,0.457568,-9.78699
1691392273117771100,-0.00399086,0.00429867,-0.0020412,3.55179,0.437104,-9.77052
1691392273126231700,-0.00327796,0.00498724,-0.00246007,3.59324,0.472022,-9.80835
1691392273134828700,-0.00155682,0.00500191,-0.000452583,3.57447,0.468635,-9.80424
1691392273142623600,-0.00214589,0.00606984,-0.00346898,3.49619,0.456885,-9.81636
1691392273151082500,-0.00289469,0.00418516,-0.00107535,3.36367,0.502673,-9.77572
1691392273159277900,-0.00211966,0.00391577,-0.00266526,3.26327,0.421363,-9.81678
1691392273167694800,-0.00161884,0.00611935,-0.0020788,3.0585,0.459286,-9.78912
1691392273175971000,-0.00356054,0.00574242,-0.00253107,2.84511,0.448328,-9.81018
1691392273184351100,-0.00454443,0.00447231,-0.00155284,2.6576,0.454569,-9.74793
1691392273192664900,-0.00228098,0.00714867,-0.000765413,2.39519,0.485202,-9.8273
1691392273201011500,-0.00116852,0.00431561,-0.00166847,2.08245,0.426452,-9.77589
1691392273209295500,-0.00023324,0.00598999,-0.00210556,1.76472,0.488129,-9.74469
1691392273217748000,-0.000430486,0.00693928,-0.000560112,0.781244,0.482326,-9.77246
1691392273225968500,-0.000346827,0.00601809,-0.001296,0.677765,0.518009,-9.73337
1691392273234344500,-0.00168708,0.00662281,0.000291898,0.426838,0.474627,-9.76037
1691392273242652000,-0.00183307,0.00658077,-0.0004227,0.246506,0.504417,-9.79064
1691392273251035400,0.00114067,0.00782024,-0.000154226,0.144507,0.480706,-9.81291
1691392273259268600,-0.00030271,0.00736838,-0.001221,-0.0176566,0.447509,-9.7833
1691392273267689300,-0.00201309,0.00698194,-0.00115249,-0.211775,0.457592,-9.85274
1691392273276021400,-0.00372278,0.0113007,-0.00190477,-0.300447,0.434786,-9.84374
1691392273284566900,-0.0036404,0.0101663,-0.00119324,-0.387675,0.458265,-9.83762
1691392273292714200,-0.00459264,0.010542,-0.00216324,-0.532262,0.471347,-9.80374
1691392273301009900,-0.005449,0.0104197,-0.00272809,-0.641846,0.496586,-9.85812
1691392273309906000,-0.00592248,0.0105418,-0.00193915,-0.778432,0.450638,-9.80912
1691392273317626400,-0.00352731,0.0111307,-0.000884403,-0.739857,0.447688,-9.82349
1691392273326176700,-0.00620297,0.012215,-0.0015576,-0.877061,0.477519,-9.80164
1691392273334573800,-0.00751148,0.0108745,0.000400526,-0.984888,0.511355,-9.7916
1691392273342710700,-0.00546242,0.0113408,-0.000282999,-0.999853,0.519202,-9.8149
1691392273351067500,-0.0057866,0.0121515,-0.000427445,-1.0924,0.483286,-9.77682
1691392273359507500,-0.00774802,0.011483,-0.0021076,-1.17677,0.482193,-9.82853
1691392273367758100,-0.00701484,0.0115722,-0.000972823,-1.20143,0.45331,-9.81193
1691392273376053200,-0.00738363,0.010642,-0.000821666,-1.2466,0.45064,-9.81167
1691392273384355700,-0.00585029,0.0112736,-0.00157203,-1.32077,0.485729,-9.79763
1691392273392722500,-0.00728015,0.011904,-0.000775605,-1.28804,0.504528,-9.78891
1691392273400981700,-0.00613108,0.0134202,-0.000907741,-1.34469,0.48192,-9.73576
1691392273409549200,-0.0060389,0.0120584,-0.00169397,-1.414,0.456356,-9.80058
1691392273417711300,-0.00768524,0.00978397,-0.00134845,-1.39135,0.41755,-9.83928
1691392273426051000,-0.00828791,0.00985501,-0.000398595,-1.45276,0.44221,-9.78797
1691392273434498600,-0.00850942,0.010297,6.6852e-05,-1.43474,0.492253,-9.7463
1691392273442670100,-0.0098805,0.011442,-0.00119367,-1.49978,0.513342,-9.80013
1691392273451080900,-0.00711609,0.00885559,0.000336068,-1.55376,0.482035,-9.807
1691392273459294400,-0.00917639,0.00848419,-5.01007e-05,-1.49692,0.481275,-9.81911
1691392273467688400,-0.00860795,0.00956065,-0.000862848,-1.53047,0.473355,-9.7557
1691392273476009600,-0.0100202,0.0074804,-0.00257417,-1.57264,0.493465,-9.7788
1691392273484424900,-0.00890667,0.00752138,-0.00026467,-1.52449,0.452472,-9.80081
1691392273492662900,-0.00863962,0.0105446,0.000242709,-1.57649,0.530078,-9.77742
1691392273501038900,-0.0102448,0.008436,0.000518696,-1.53778,0.529976,-9.84973
1691392273509355700,-0.00957075,0.00825203,-0.00181945,-1.59876,0.513653,-9.77826
1691392273517738600,-0.00922532,0.0103611,-0.0030127,-1.50633,0.518845,-9.83685
1691392273526038500,-0.00980528,0.00796712,-0.00104592,-1.5483,0.530662,-9.77751
1691392273534788300,-0.00999304,0.00820482,-0.00123992,-1.59166,0.523,-9.81198
1691392273542760500,-0.0105778,0.00730999,-0.00065683,-1.53924,0.518651,-9.83638
1691392273551052200,-0.00880821,0.00667098,-0.00143334,-1.55298,0.520791,-9.74022
1691392273559406800,-0.0090594,0.00585316,-0.00243389,-1.54292,0.467333,-9.80665
1691392273567752800,-0.00935256,0.00755326,0.00112508,-1.55052,0.528254,-9.73705
1691392273576046700,-0.00991136,0.00553866,0.000313775,-1.5151,0.491249,-9.7786
1691392273584723800,-0.0084426,0.00723493,-0.000135785,-1.48312,0.537288,-9.80143
1691392273592689500,-0.00802531,0.00573791,-0.000868283,-1.5263,0.480252,-9.82301
1691392273601000100,-0.0069531,0.00440835,-0.00815432,-1.53281,0.0328111,-9.80311
1691392273609434800,-0.00606115,0.00488778,-0.0186928,-1.47897,-0.24835,-9.82463
1691392273617634900,-0.00459871,0.00546785,-0.0325069,-1.48722,-0.44506,-9.84092
1691392273626084700,-0.00502618,0.00399861,-0.0466694,-1.52707,-0.427735,-9.78489
1691392273634344000,-0.00611106,0.00379034,-0.0630076,-1.46199,-0.465709,-9.80209
1691392273642722700,-0.00311799,0.00255862,-0.0751339,-1.5542,-0.490284,-9.80215
1691392273650973500,-0.0043458,0.000580948,-0.0912303,-1.51605,-0.498896,-9.7478
1691392273659405100,-0.00344571,0.00269662,-0.104858,-1.51239,-0.496213,-9.78217
1691392273667712500,-0.00417169,0.00214813,-0.117712,-1.53603,-0.449266,-9.78546
1691392273676049300,-0.00361003,0.00416705,-0.131071,-1.48861,-0.408702,-9.82525
1691392273684451100,-0.00350697,9.54419e-05,-0.144699,-1.50752,-0.44091,-9.78769
1691392273692661500,-0.0035768,0.00289071,-0.156478,-1.49982,-0.419763,-9.75794
1691392273701029000,-0.00334611,0.00407058,-0.168182,-1.49396,-0.429366,-9.86689
1691392273709282300,-0.00228864,0.00264863,-0.179727,-1.44908,-0.360702,-9.76636
1691392273717756600,-0.00119054,0.00349365,-0.192643,-1.4476,-0.305982,-9.75969
1691392273726021000,-0.00097433,0.00278085,-0.201887,-1.48869,-0.281277,-9.79061
1691392273734785100,-0.00212311,0.00158379,-0.212564,-1.44023,-0.343001,-9.85543
1691392273742851800,-0.00182019,0.00229469,-0.221052,-1.41689,-0.314578,-9.75896
1691392273751055900,-0.00258479,0.00318164,-0.232863,-1.42042,-0.269278,-9.78541
1691392273759329100,-0.00239066,0.002446,-0.240708,-1.4184,-0.319197,-9.77894
1691392273768054900,-0.00115329,0.000742277,-0.248757,-1.42061,-0.259569,-9.76457
1691392273776019700,0.000207172,0.00129303,-0.258513,-1.41994,-0.247636,-9.7846
1691392273785044100,-0.000410075,0.00179775,-0.266664,-1.4167,-0.178942,-9.82503
1691392273792675000,-0.000762434,0.00226905,-0.274018,-1.39464,-0.171782,-9.82957
1691392273801316400,-0.00176783,0.00155077,-0.266495,-1.03348,0.882382,-9.79661
1691392273809825300,-0.000687273,0.00114501,-0.250575,-0.932131,1.35669,-9.72356
1691392273817682900,-0.001521,-2.95889e-05,-0.232001,-0.82993,1.6139,-9.74204
1691392273826097600,-0.000952817,0.00220605,-0.209896,-0.776559,1.73626,-9.75304
1691392273834367800,-0.000970358,0.00251412,-0.186838,-0.759432,1.82441,-9.78312
1691392273842750400,-0.00024049,0.0019608,-0.165131,-0.891014,1.8567,-9.71977
1691392273851011200,-0.00299256,0.00199068,-0.139559,-0.865056,1.94247,-9.78738
1691392273859367800,-0.00147947,0.000619653,-0.117907,-0.877142,1.8886,-9.8043
1691392273867755600,-0.00293861,0.00180484,-0.0938234,-0.878113,1.89681,-9.8037
1691392273876034000,-0.00446424,0.00115039,-0.0724765,-0.932276,1.89865,-9.77716
1691392273884306100,-0.00188613,0.00117153,-0.048519,-0.975146,1.9515,-9.76142
1691392273892720800,-0.00445752,0.00310124,-0.0252274,-1.00465,1.93475,-9.81613
1691392273901019000,-0.00361215,0.00234196,-0.0116524,-1.00617,1.23209,-9.74136
1691392273909612700,-0.00294255,0.00348317,-0.0082039,-1.006,0.84848,-9.74175
1691392273917999700,-0.00186099,0.00260751,-0.00452886,-0.977725,0.67955,-9.78086
1691392273926393000,-0.00160997,0.00183783,-0.00345534,-0.989494,0.610113,-9.72835
1691392273934539100,-0.0030444,0.00268221,-0.00130541,-0.919756,0.577145,-9.76942
1691392273942935300,-0.001278,0.00011448,-0.00139777,-0.897267,0.540428,-9.79813
1691392273951079000,-0.0027541,0.00138411,0.000918438,-0.899443,0.5264,-9.79799
1691392273959328100,-0.00234816,0.0035177,-0.000480014,-0.970426,0.542487,-9.75224
1691392273967981300,-0.00579818,0.00281216,-0.00169026,-0.888583,0.531605,-9.83162
1691392273976029600,-0.00332912,0.00378369,-0.00328372,-0.87444,0.514134,-9.78644
1691392273984415100,-0.00225171,0.000342266,-0.00127555,-0.847446,0.57299,-9.76607
1691392273992654100,-0.0024898,0.00111493,-0.00281535,-0.890527,0.556291,-9.75149
1691392274001109600,-0.00360401,0.000275904,-0.000826124,-0.78257,0.585237,-9.80565
1691392274009327400,-0.00318058,0.00235158,-0.000983474,-0.746388,0.5367,-9.80608
1691392274017776800,-0.000896836,0.00307342,-0.00141127,-0.767282,0.509186,-9.77485
1691392274025996000,-0.000963271,0.00150327,-0.00200789,-0.777394,0.561679,-9.74811
1691392274034415000,-0.00104652,0.00170043,-0.000823839,-0.7945,0.587116,-9.75342
1691392274042657900,0.00024191,-7.92939e-05,-0.000786875,-0.74271,0.541684,-9.76818
1691392274051078600,-0.00232995,0.00164576,-0.000328451,-0.699287,0.511119,-9.80698
1691392274059352100,-0.00214661,0.0018267,0.000837291,-0.799123,0.544204,-9.82048
1691392274067681800,-0.0038321,0.00268764,0.00143879,-0.692393,0.503977,-9.82806
1691392274076159600,-0.0036065,0.00197783,-0.00114512,-0.677134,0.562741,-9.77557
1691392274084355700,-0.00203914,0.00195581,-0.00147502,-0.727096,0.558483,-9.74328
1691392274092744000,-0.00189172,0.000426498,-0.000466711,-0.674161,0.57633,-9.77222
1691392274101431000,-0.00227608,-0.000106227,0.000156553,-0.651232,0.532692,-9.82759
1691392274109422600,-0.00132636,0.000650171,0.00122966,-0.655584,0.555989,-9.79868
1691392274117721600,-0.00141932,0.00215868,-0.00176441,-2.80439,0.539638,-9.81892
1691392274126068700,-0.00309254,0.00095155,-0.00176029,-1.79238,0.457167,-9.78111
1691392274134348600,-0.00189546,0.000539981,0.00056918,-3.32732,0.442452,-9.80186
1691392274143015100,-0.00186195,0.00128661,-0.00211792,-2.29387,0.449804,-9.80419
1691392274151251300,-0.00264062,0.000729635,-5.8777e-05,-2.75893,0.55373,-9.80362
1691392274159398400,-0.000582499,0.0017959,-0.00106758,-2.07128,0.478323,-9.83403
1691392274167736900,-0.00181996,-0.000616868,-0.00170555,-2.34606,0.634935,-9.83743
1691392274176193900,-0.00167733,-0.00156861,-0.00187667,-1.86355,0.585115,-9.79438
1691392274184413700,-0.000752211,-0.000536583,-0.0024665,-1.87857,0.608491,-9.81298
1691392274192740900,-0.000567635,0.00223896,-0.000264954,-1.60929,0.491723,-9.75435
1691392274201349400,0.000793441,0.00130372,-0.00150223,-1.56488,0.638831,-9.8029
1691392274209346300,-0.000733159,0.000806477,-0.00116426,-1.21376,0.543124,-9.79231
1691392274217756000,0.00101333,0.000135518,-0.00189707,0.611877,0.586646,-9.79035
1691392274226021500,-0.00102534,0.00247847,-0.00137878,-0.902766,0.569864,-9.80892
1691392274234471400,-0.00134965,0.00411341,-0.0296005,0.991001,0.495076,-9.7956
1691392274242787400,-0.000715073,7.74986e-05,-0.017609,2.44086,0.689015,-9.83049
1691392274251181700,-0.000849199,0.000426005,0.0135694,3.75534,0.60932,-9.80403
1691392274259390400,-0.000949148,0.00187274,-0.0233188,-3.42463,0.401249,-9.81768
1691392274267775500,-0.0023449,0.000234545,0.00146482,4.21501,0.635309,-9.7976
1691392274276023100,-0.00082917,0.00181635,-0.0218843,-1.75794,0.454546,-9.75823
1691392274284437400,-0.00160653,0.000546473,-0.0168257,5.5601,0.574388,-9.78316
1691392274292694900,-0.0039302,0.00113902,-0.0405143,1.75949,0.471903,-9.7936
1691392274301468200,-0.00065688,0.000692683,-0.0124498,6.03821,0.586354,-9.8068
1691392274309355600,-0.00187812,0.00141651,0.00494287,3.08376,0.489676,-9.80881
1691392274318015000,-0.00210297,-0.000742563,-0.0034777,5.24736,0.485211,-9.80968
1691392274326216000,-0.00503807,0.00128735,-0.00126342,4.1939,0.545428,-9.73961
1691392274334449000,-0.00322863,0.000376487,-0.00106232,4.14073,0.517374,-9.85579
1691392274343036900,-0.00400869,-0.000137992,-0.00351242,3.14791,0.504264,-9.80813
1691392274351327600,-0.00426764,0.00147719,0.00257545,3.91693,0.533845,-9.83514
1691392274359437300,-0.00413355,0.00114348,0.00306338,4.5604,0.558051,-9.82211
1691392274367696600,-0.00379757,-0.000473581,-0.000308826,4.47688,0.522826,-9.81122
1691392274376205900,-0.00616245,0.00034638,0.000771585,4.13235,0.531822,-9.77791
1691392274384599400,-0.00522321,-0.000695479,0.00144066,1.9579,0.47348,-9.78441
1691392274392817400,-0.00581358,-0.000838858,-0.000104063,2.65381,0.526983,-9.79663
1691392274401163300,-0.00575113,-0.000272382,0.000760818,1.54908,0.544109,-9.76776
1691392274409445900,-0.00428327,0.000838295,0.000658311,1.53492,0.640197,-9.76754
1691392274417748500,-0.00562712,0.000744742,0.000157061,0.991361,0.567409,-9.80544
1691392274426446100,-0.00587945,-0.000471518,-0.000307361,0.871251,0.566547,-9.81752
1691392274434388500,-0.00563621,0.00114268,0.00340191,0.773346,0.552397,-9.77994
1691392274442973400,-0.00805571,5.34374e-05,-0.00204204,2.17509,0.482767,-9.81771
1691392274451298400,-0.00689742,0.000491523,-0.000998291,1.33449,0.514419,-9.80492
1691392274459387200,-0.00783968,0.00147799,0.000445476,1.16934,0.547886,-9.78817
1691392274467799200,-0.00804912,0.00191248,0.00180638,-0.345977,0.517726,-9.79082
1691392274476060000,-0.00602079,0.00167418,0.000878975,0.480442,0.489756,-9.81432
1691392274484446600,-0.0081847,0.00358044,0.000788169,-0.297923,0.552804,-9.81365
1691392274492713700,-0.00792768,0.00315233,0.00147403,0.543831,0.498223,-9.74344
1691392274501108100,-0.00855665,0.00292939,0.000519842,-0.154673,0.559904,-9.805
1691392274509347500,-0.00675543,0.0027094,0.00140353,0.732424,0.542615,-9.7847
1691392274517758900,-0.00807696,0.0012896,-0.000723625,0.0119902,0.518032,-9.77706
1691392274526044700,-0.00786962,0.000181371,-0.00146315,0.987323,0.521188,-9.80412
